# 0. 2. 4. 6. 8. 10.
1.61, 1.57, 1.28, 1.15, 1.08, 1.06
1.80, 1.66, 1.35, 1.18, 1.11, 1.06
1.78, 1.72, 1.40, 1.21, 1.14, 1.08
1.81, 1.75, 1.42, 1.21, 1.15, 1.08
1.82, 1.82, 1.45, 1.21, 1.17, 1.09
1.81, 1.81, 1.48, 1.22, 1.17, 1.10
1.82, 1.82, 1.49, 1.22, 1.17, 1.10
1.82, 1.81, 1.52, 1.23, 1.18, 1.10
1.84, 1.82, 1.52, 1.23, 1.18, 1.11
1.84, 1.83, 1.54, 1.24, 1.18, 1.11
