run_name,run_kind,role,representative,refinement_axis,seed,perturbation,growth_rate,axial_stiffness,bending_stiffness,drag_density,amplitude,n_nodes,requested_dt,accepted_dt_min,accepted_dt_max,accepted_dt_mean,accepted_dt_values,rejected_trials,event_count,G_b,G_s,chi,label,onset_time,peak_transverse_amplitude,peak_curvature_rms,mode_spectrum,mode_fractions,energy_initial,energy_final,reference_length_final,total_length_final,growth_work_cumulative,dissipation_estimate_cumulative,mechanical_balance_residual_cumulative,endpoint_force_residual_final,endpoint_moment_residual_final,endpoint_shear_residual_final,remesh_energy_jump_cumulative,remesh_occurred,event_sequence_hash,initial_state_hash,canonical_state_hash,input_hash,git_revision,python_version,numpy_version,failure_reason,failure_reason_codes,numerical_status,numerical_reason_codes
control__growth_free_control,deterministic_control,growth-free-control,growth_free_control,control,,"{""amplitude_base"": 0.02, ""amplitude_effective"": 0.02, ""amplitude_factor"": 1.0, ""initial_condition_is_perturbation_only"": true, ""mode"": ""deterministic_sine"", ""noise_fraction"": 0.0, ""reference_length_initial"": 2.0, ""reference_length_per_segment"": 0.25, ""seed"": null}",0.0,5.0,0.02,1.0,0.02,9,0.001,0.001,0.001,0.0010000000000000002,[0.001],0,1501,0.0,0.0,0.001,sub-threshold-or-relaxing,,0.02,0.036826665445872014,"[0.019743126228127565, 1.3010426069826053e-18, -1.171460587057649e-06, 3.2526065174565133e-18, 2.069336095707197e-10, -7.589415207398531e-19]","{""1"": 0.9999999964793445, ""2"": 4.342613643696931e-33, ""3"": 3.5206553899442712e-09, ""4"": 2.714133527310582e-32, ""5"": 1.0985762874301059e-16, ""6"": 1.4776949204246502e-33}",2.416660729457447e-05,4.4154722633791355e-06,2.0,1.9999963448074212,0.0,1.9788268419853084e-05,3.713338865777148e-08,0.000368755883819236,9.218782902069639e-05,0.00036875144945415966,0.0,False,c8a325c657e1639abfdebfbfa096cd4ef02099c15b92c9b6cff7e7b84c06369d,3b5f5f86be4833c795db9b1a2bccc902581f2418de3f5795b16a918536a5ebfc,9d816cfbd303fe30a5dd86778b867bd0784355f1e93b2ecf624e60027fc9e5d5,0b6c1bbee88879b0f605ac325432d6341dcb9fc7fe23339be8edead8484a637b,4f977d4ef9b51a413f3b1d318a647ac7c8694ae8,3.11.5,2.2.6,,[],,[]
