n_nodes,status,G_b,chi,growth_time,score,frechet_distance_px,curvature_rmse_px_inv,feature_loss,observed_growth_rate,model_growth_rate,failure_reason
25,computed,2.5,7.071067811865475e-05,0.01,109.25915560685256,21.231784747296928,0.30552251930231883,97.4769999731104,0.5475685218156996,-0.003301307373908961,
30,computed,2.5,7.071067811865475e-05,0.01,110.86642207967854,20.989266527022153,0.3084907986932963,99.2040994316898,0.5475685218156996,-0.004167975448107571,
35,computed,2.5,7.071067811865475e-05,0.01,117.93350427891146,21.109983204849243,0.27573307910937733,106.20254259103658,0.5475685218156996,-0.0061761468643400565,
