time,step,n_nodes,reference_length,contour_length,endpoint_distance,radius_of_gyration,arc_length_weighted_radius_of_gyration,max_transverse_displacement,first_mode_amplitude,first_mode_abs_amplitude,mode_norm,first_mode_fraction,dominant_mode,max_curvature,rms_curvature,energy_total,energy_stretch,energy_bend,energy_contact,fixed_endpoint_reaction_left_x,fixed_endpoint_reaction_left_y,fixed_endpoint_reaction_right_x,fixed_endpoint_reaction_right_y
0.0,0,7,2.0004425438461912,2.0004425438461912,2.0,0.6667060987972246,0.5774043292907003,0.017914614933210633,0.018085784992366218,0.018085784992366218,0.018111166473145385,0.9985985728298173,1,0.0876128542101245,0.04785199420440944,0.0001908142133377535,0.0,0.0001908142133377535,0.0,-4.337398653377434e-06,0.0001792757637112138,8.900033730997732e-05,0.0035769962046572398
0.004,4,7,2.0020435381933774,2.0004249216560703,2.0,0.6667071026886293,0.5774061215758216,0.01815101134380681,0.018052605867445816,0.018052605867445816,0.018068541315583195,0.9991180556383024,1,0.07176440146681011,0.0406359888064912,0.00020335913217724855,6.54353645941857e-05,0.00013792376758306284,0.0,0.08079014600831315,0.0003706600418582446,-0.08089889537733982,0.002401559345699726
0.008,8,7,2.0036458138484967,2.000417490301854,2.0,0.6667083953078394,0.5774071315423567,0.018355597323846496,0.018033547053257593,0.018033547053257593,0.01804514302899715,0.9993573907549015,1,0.06173952664662002,0.03735232903240188,0.0003798959092951669,0.0002631795170518747,0.00011671639224329217,0.0,0.16849910400437756,0.0015007564615864138,-0.15614770908818962,0.00231575922395555
0.013000000000000005,13,7,2.0056504618189717,2.000414007426554,2.0,0.6667028665299876,0.5774079580540841,0.01850693866755947,0.018029097433840603,0.018029097433840603,0.018038107298719887,0.9995005094087713,1,0.10904934479954172,0.0860404498935878,0.01609602726877867,0.015989646827391724,0.00010638044138694449,0.0,-0.20844386225499906,-0.008754712490364304,-0.6948453979190539,0.015244968727794201
0.016500000000000008,17,7,2.007054908641071,2.000413956155615,2.0,0.6669073653937075,0.5774081615414218,0.018630368717175126,0.01803676097111415,0.01803676097111415,0.018045644938489338,0.9995076946595441,1,0.8616598906581598,0.6672818845490835,1.1139454934467614,1.113841961362206,0.00010353208455556139,0.0,-3.5489693574628483,-0.09321063275981205,-4.149737770384087,0.10932475662718516
0.01900000000000001,21,7,2.0080586870189214,2.0004150647049914,2.0,0.6668093836225059,0.5774083086886271,0.01869213016825882,0.01806875147925971,0.01806875147925971,0.01807740937529447,0.9995210654438907,1,0.5962622574028824,0.4617654151667456,0.5335294880308908,0.533426121385717,0.00010336664517386663,0.0,-2.283487048550224,-0.06139591032291932,-3.0383169586348666,0.07887400469156285
0.022500000000000013,26,7,2.009464820188813,2.000417782679998,2.0,0.6669686201402171,0.5774084607016288,0.01873673603324074,0.018111784313917842,0.018111784313917842,0.018120686942406566,0.999508703587396,1,0.9470769292130081,0.733072644636193,1.3515113096725424,1.3514047624741585,0.00010654719838377754,0.0,4.688860322634899,0.11591938302753108,3.783757596807029,-0.10693159994243079
0.025000000000000015,30,7,2.0104698038237254,2.000419683171149,2.0,0.6668283524741518,0.5774085650088809,0.018845879266686134,0.01816035566349692,0.01816035566349692,0.018169405493397607,0.9995019193168442,1,0.6414585839551723,0.4963711018954187,0.6206031137392983,0.620497028566187,0.0001060851731112417,0.0,3.36755052552283,0.08213813350196869,2.364842275623327,-0.06857723788521722
0.028000000000000018,34,7,2.0116764476627886,2.000422813036322,2.0,0.6673676337393303,0.5774086266446788,0.018911270217062848,0.01819162085826437,0.01819162085826437,0.018201608194921587,0.9994512937235951,1,1.5054752738771051,1.1653407337905908,3.4287697060642426,3.42865971777338,0.00010998829086265997,0.0,7.308834233947621,0.18375034595695075,6.183344614230457,-0.17209459009713507
0.03100000000000002,39,7,2.012883815705394,2.00042575090432,2.0,0.6668347009693942,0.5774087241374676,0.019170236410633885,0.018287003843836438,0.018287003843836438,0.018297649531996106,0.9994181936788629,1,0.6589567643184285,0.5099628183312014,0.6581306774326348,0.6580248220626074,0.00010585537002739148,0.0,-2.329786703334795,-0.06231894895064688,-3.5645737960898023,0.09386630046216382
0.03400000000000002,43,7,2.0140919083861943,2.000429469951713,2.0,0.6673787703460238,0.5774087416243928,0.019338893826167193,0.01833345458468263,0.01833345458468263,0.01834591794561457,0.9993206466436356,1,1.5171941824448456,1.174557018447999,3.495808923987718,3.4957016240061303,0.0001072999815880135,0.0,-6.131525422578002,-0.15802454771236343,-7.481025238577629,0.203259336636359
0.036500000000000025,47,7,2.015099206143688,2.000433373746539,2.0,0.6669925583649114,0.5774089535029594,0.019467184505220666,0.018426342506679166,0.018426342506679166,0.01843915034358613,0.9993053998330558,1,0.9860326245733553,0.7631772378196452,1.4794813797665172,1.479372862000003,0.00010851776651400787,0.0,-3.696144097417435,-0.09671637623299437,-5.14706431251745,0.1381625236403432
0.04000000000000003,52,7,2.0165102694022963,2.0004393381827272,2.0,0.6673348191908567,0.5774093486546096,0.019509598716147148,0.018514413328327185,0.018514413328327185,0.018527252608355405,0.9993070057228869,1,1.4593005050394614,1.1294387600396303,3.24713471461593,3.2470182285750515,0.00011648604087829108,0.0,7.353912547741815,0.1856858110261171,5.753659711732657,-0.16116025809494167
0.04250000000000003,56,7,2.0175187766426435,2.000443661458764,2.0,0.6669638819395952,0.577409606972788,0.019699561972813816,0.018618373766017767,0.018618373766017767,0.018632001929488294,0.999268561503906,1,0.9283244100140333,0.718135109604492,1.3175581266120524,1.3174421434219061,0.00011598319014627873,0.0,5.0145636629745525,0.1254032714874397,3.317918095706555,-0.0948649552687378
